name,gmap_id,descrption,category,facilities,text,amenidades
Above and Beyond River Resort,0x865907d1e28903c7:0x95a983b3c2a6493e,,"['RV park' 'Campground' 'Event venue' 'Resort hotel' 'Tent rental service'
 'Vacation home rental agency']",['Wheelchair accessible entrance'],"Now called Tree Cabins RV Park. Very clean. Spots are long and wide. Full hookups. River runs through the park. You must have a Texas fishing license in order to fish..Pet friendly.  Charcoal BBQ, nice firepit/stove, and new picnic table at most sites. Pavillion is under construction. Clean combination bathroom/ shower.",resort
Take It Easy RV Resort,0x865be2ee4c23ffc1:0x5c210296825966fa,,['Resort hotel'],,"A great place to live. They have a number of long term RV spots; also a seasonal ""snowbird"" RV park 20 or so spots for snowbirds I believe. Very well maintained facility, with activities during RV SNOWBIRD season.

The back half of the park is a mobile home community, great people back there. They participate also, and most often prepare for the Thursday brunches, angst other special events/meals. Potluck on Wednesdays. Come one, come all. I love this place, 55+, pool, hot tub and a beautiful recreation hall.","pool, resort"
Rodeway Inn Island Beach State Park,0x89c19bfb41e24e1b:0xda6d9341c613c57a,Straightforward rooms & a seasonal outdoor pool in a modest hotel near the beach.,['Hotel'],,,pool
Red Lion Inn & Suites Detroit Metro Airport,0x883b4f27fadf4ef7:0xf2b021911196db5,"Down-to-earth airport pick with a free shuttle & a breakfast buffet, plus WiFi in unfussy rooms.",['Hotel'],,,wifi
Powderhorn Mountain Resort,0x87472e63eb587f3f:0xbad5a192c4f07d4b,"Plain quarters in a relaxed ski resort offering a restaurant & a bar, plus ski storage & rentals.","['Ski resort' 'Bicycle rental service' 'Bicycle repair shop' 'Hotel'
 'Resort hotel' 'Restaurant' 'Ski rental service' 'Ski repair service'
 'Wedding venue']","['Active military discounts' 'Live performances'
 'Wheelchair-accessible car park' 'Wheelchair-accessible entrance'
 'Wheelchair-accessible lift' 'Wheelchair-accessible seating'
 'Bar on site' 'Good for kids' 'Restaurant' 'Toilets' 'Wi-Fi'
 'Family friendly']","The Ski area is a nice area with a base lodge and places to eat.  The only reason for a three star is the snow.  Obviously we haven't had the snow so far.  But I noted they had new snow making equipment.  I am not sure is they are making snow frequently.  There are plenty of machines to use.  That is the only thing they need.  As far as area, I have enjoyed the layout and runs.  I have only been twice this year.  Beautiful surroundings!  I hope the snow comes and or more snow making.","restaurant, resort"
Woodloch Springs,0x89c4ae80f7644f11:0x7df59d1c70cbf4e7,"Relaxed rooms, suites & cottages in a forested resort with restaurants, outdoor pools & a spa.",['Resort hotel' 'Golf club'],,Beautiful place to take photos!!!,"restaurant, pool, resort, spa"
NSB Break Vacation Bungalows,0x88e72961de584499:0x1a7abe5d9a69a78c,,['Vacation home rental agency' 'Hotel'],,,
Pajaro Dunes Resort,0x808e0ff0e0ec7311:0x97614464dc7216b1,,['Resort hotel' 'Conference center' 'Property management company'],,Very quiet and relaxing place next to the ocean. Clean and comfortable even though a little dated.,resort
Wildwood Nj,0x89c0a8248a74e3b9:0xb530213b24a9eaf0,,['Hotel'],,Very enjoyable place to visit with family  and friends!,
Super 8 by Wyndham Glencoe,0x87f5920d4f958c69:0x8b52a66a4488baed,"Unassuming budget lodging with a meeting room, plus free breakfast, WiFi & large-vehicle parking.",['Hotel' 'Lodge'],,"Easy to get to with a good family diner right next door.  Room was clean, AC worked well and internet has very good speed. Breakfast was marginal. This is an older Super 8 that needs an upgrade, not just new curtains and a fresh coat of paint. Multiple wall patches noted. Hallway had a moldy mildew smell, it appears some water damage was getting fixed in the hall.   Security was probably the biggest issue, the outside north door was not locked at night like it said on the sign.  My room door would not latch unless I lifted the door a bit via the handle.  On another occasion front desk started to open my room door at the behest of another guest who was confused about where her room was at, this should of been verified before starting to open doors.","wifi, parking"
Harbor Beach Resort,0x882669f556fe7fe3:0x8b6da94eede40b43,,['Resort hotel'],,,resort
Comfort Inn,0x89c99fe38f1a90af:0x9fcb19afd17fb408,"Relaxed hotel with low-key rooms offering free hot breakfast, all-day coffee & WiFi.",['Hotel' 'Lodge'],,,wifi
Tumbleweed Lodge,0x86fafbbff91e1f83:0xe0c0aa1e0284b653,,['Hotel' 'Motel'],,,
Boo,0x87c6558161b94781:0x5b8d8eeb5be490c6,,['Hotel'],,,
Jason's Getaway,0x8850b5ab08b4988d:0x8546e9234d493cd0,,['Non-profit organization' 'Hotel'],,,
The Hamilton Hotel,0x88f575ea5f4cd927:0x81bdabc133dfc868,,['Hotel'],,,
Condominium Suites at Lake Winnipesaukee,0x4cb337abb33944b9:0x8ffd98723dcb663,,"['Vacation home rental agency' 'Condominium complex'
 'Condominium rental agency' 'Extended stay hotel' 'Hotel'
 'Short term apartment rental agency']",['Identifies as women-led'],,
Collett Creek Cabin Rentals,0x885edb553e17d937:0x46a511acb6ac10dd,,['Hotel' 'Cottage' 'Lodge' 'Resort hotel' 'Vacation home rental agency'],,,resort
Edge 'o' town motel,0x80c2ca113e134b85:0xd87a46d07124684,,['Hotel'],,"The owner is crooked, rude and will get over at any chance she can. She  charges different prices. She don't give you an key to your room and we'll come in anytime she feel. And the whole place need an major upgrade and cleanse with sage.",
Americas Best Value Inn,0x87df4ed05bd0466f:0x36946840b029f22c,,['Extended stay hotel'],,,
AIR BASE INN,0x87d2eaea349f6f03:0xb1ff65a33c569edf,,['Hotel'],,Good service but needs better key cards for doors they mess up alot,
The Chalet,0x873ea704fcf38755:0xa62d1de0eb76592b,,['Hotel'],,,
Atlantic View Inn,0x4cb2a6a46064b795:0xbcd2ac499c67e0bc,,['Hotel'],,,
Cascades Golf Club,0x89c31508eb1e2b33:0x926bb71d9aafd53a,,['Golf course' 'Golf club' 'Golf driving range' 'Resort hotel'],['Wheelchair accessible entrance'],Nice course. Some if these greens are diabolical! Look out for the foot golf.,resort
Liberty Rose Bed & Breakfast,0x89b0898f43414a05:0x9c4913fc45fdd379,"Opulent B&B near historic landmarks as well as beaches, with free Wi-Fi & custom breakfast options.",['Bed & breakfast' 'Guest house' 'Hotel' 'Lodge'],,,
Inn 287,0x89ce4a010e25b431:0xc5671de2a424c939,,['Motel' 'Angler fish restaurant' 'Bar' 'Hotel' 'Restaurant'],,"Great service and great food. Well worth the trip up 287 for a great meal. Very friendly staff and very attentive to their customers. We had the fish and chips and a club salad, both were very good.","restaurant, food"
Blacklake Golf Condos,0x80ec5d4f65161b27:0xe2d5265d2ddfca89,,['Golf course' 'Condominium rental agency' 'Resort hotel'],,,resort
Olympic Dreams Chalet,0x4ccaf95cbaf2fdef:0x5b8aa703a86830de,,['Vacation home rental agency' 'Hotel'],['Wheelchair accessible entrance'],"This house is absolutely gorgeous - great amenities...sauna, hot tub, fire pit. The kitchen is well outfitted, firewood is available for purchase, the property is private without being overly remote. House was clean and comfortable; none of the rooms or bathrooms felt small or cramped. Owner was courteous and friendly.",
Red Roof Inn,0x87d2a542ffb7e293:0xcfbcb307fed71b88,,['Hotel'],,,
The Compound,0x888dc51f56b53659:0x4d6631ca92497579,,['Resort hotel' 'Massage spa'],,,"massage, resort, spa"
The Verdera Suites Club,0x809b186678ce607d:0xcd97e6aa840d467d,,['Hotel'],,,
Dry Creek,0x865bdca49f4ffc13:0x414054fe04dcf162,,['Hotel'],,,
Phoenix Rising Beach Rental,0x86406cdb87d5e799:0x6e1200d969ddfb06,,['Hotel'],,,
Hampton Inn,0x880e3c7ce1a6d9a5:0xa44fb2d611ec8dac,,['Hotel' 'Lodging'],,,
Viking View Resort,0x52ce3825e415aa9f:0xad46f61d0d6386c5,,['Resort hotel'],,,resort
Hotel for four,0x8890c0a4287ad089:0x346be84f391610d3,,['Hotel'],,,
Navy Gateway Inns & Suites,0x889c3d266f87a1c5:0xf7358d3097c52080,,['Hotel'],,,
Quality Inn,0x89e473b4cf231191:0xd16b6d0ab88ec760,,['Hotel'],,,
Tug Valley Inn,0x88457ee785b9dc8f:0xe3aefc9c41f07c61,,['Bed & breakfast' 'Guest house' 'Hotel'],,,
Quality Inn,0x54c8d4e76bf4931b:0x416f6d3c8222eecc,"Basic hotel offering classic rooms & an outdoor pool, plus free breakfast & WiFi.",['Hotel' 'Lodge'],,"Staff was very friendly and helpful. The lady at the front desk went out of her way to find us a hammer to use for our frozen lock on our moving truck, when that failed she directed us to a locksmith who was also wonderful and cut the lock for us and only charged us for the new lock he sold us. We will definitely visit Klamath Falls again based on our experience there during the coldest part of winter when everyone treated us so kindly.","wifi, pool"
Ramada,0x885a8d870f45c2ff:0x5517bf4283af20a8,,['Hotel'],,,
Woodstown Tavern Hotel,0x89c721ce6bbae087:0xbfce2c0de6546e7c,,['Hotel'],,Great hometown bar,
Long Lake Resort,0x52c9b4e76b507743:0xdf96d18c2fa064cb,,['Resort hotel'],,,resort
Scottsdale Place,0x872b0b0b86c2c4cf:0x8bc0cafb7a4435cc,,['Business center' 'Resort hotel'],['Wheelchair accessible entrance'],,resort
Sunset Motel,0x80a1f74344f981ab:0x16d12f8ec5efe67b,,['Hotel' 'Motel'],,,
Hotel Oregon Rooftop Bar,0x549548dd1fdb417d:0xe71a9a1b532a3f23,,['Hotel'],,,
Bella Yani Cabin Rental,0x885eaa1dcc5b6a09:0xeb22af0e1738fbc4,,['Hotel'],,,
Cotton logistics inc,0x86fbd19f5f9eda1f:0x77dda1b3e0bb81ac,,['Hotel'],,,
Yellow Cottage,0x86df82dab6e3b983:0xb58f0777d23fc058,,['Hotel'],,,
2BEACHES RV PARK,0x87c4ea7153aed1ad:0xe7ca63693bc68dd5,,"['Camping cabin' 'Boat ramp' 'Hotel' 'Resort hotel' 'RV supply store'
 'Swimming lake']",,Stayed in the tiki cottage..one room perfect for us but no stove which was ok for us. Also no pool but great deck on the lake to take a dip.. also  an even park.. Nice friendly owners on a quiet cove with lots of friendly people.,"pool, resort, Swimming"
Best Western Williams Hotel - Closed,0x87ee1d3dded3a7cf:0xcb6669daa46af997,"Country property with simple rooms, a bar & a game room, plus free breakfast, WiFi & local shuttle.",['Hotel'],,,wifi
Flamingo Hotel,0x8834f3d0c536ba7d:0x46568c5979c7f456,,['Hotel'],,Tables were set up socially distanced. Nice music. Burgers were good,
ORLANDO METROPOLITAN EXPRESS,0x88e77efcf1f2fca1:0xe5a2a6dba854b39f,,['Hotel'],,,
Gateway Inn,0x885c1167baec8ec3:0x8c7c72c0bf583c93,,['Hotel'],,,
Rodeway Inn,0x874752aef75fb023:0x74e063e0c4adabf9,Casual rooms in an informal hotel with free continental breakfast & an outdoor pool.,['Hotel' 'Motel'],,Nice enough. Not the most clean or modern but very affordable.,pool
Right4UHousing,0x89b7cf327d90c0cf:0xa99fba6d78888eda,"Refined, individually decorated rooms & suites in a redbrick B&B with a front porch & a lounge.",['Bed & breakfast' 'Hotel'],,,
palm garden,0x88c35b6e0c8f71f5:0x5467ea505b21c1dd,,['Resort hotel'],,,resort
"Seagrove Beach, FL, US",0x8893eff4f8b6d7ed:0x113e74f11e21cf93,,['Hotel'],,,
Oxford Suites,0x89c80f174c72e001:0xfc161dc28a32733b,,['Hotel'],,,
Over Look Hotel,0x8889f99b25ac6353:0x97a9f039322a1361,,['Hotel'],,,
Value Place,0x88388b5384bfeb9d:0xbc24122c2d3cfa09,"Basic extended-stay hotel featuring traditional studios with kitchens, plus free parking.",['Hotel' 'Extended stay hotel'],,"Very clean.. Secure. I was not staying there, but I asked myself if I would. I was surprised to realize I could see living there a long time. Has an institutional feel. College dorm, military, the like.",parking
805 Margate Tower at Kingston Plantation,0x8900645a6ec4c0c9:0x2e0ee1cee58c8969,,['Hotel'],,The rooms are raggedy. The carpet had several stains all over it. There was a bigger stain near the sliding glass door. They had one elevator working on Saturday night. When we entered our room the bulbs were blown out near the entrance as you walk in. The microwave was old. They had many people there with dogs. The air condition vent was partially ripped out of the wall. I even have pictures to illustrate what I am saying. When I asked for an ironing board cover to replaced the torn one they never brought it. This place is below standards.,
Detreville House,0x88fc0c07a4b7dac5:0x9830b4a928d50407,,['Hotel'],,,
Hound Haven Hotel,0x89d6a84460800eb9:0x81bebd42ae8fc90,,['Hotel' 'Kennel'],,,
FORT MACARTHUR INN,0x80dd37ce398b8fe1:0x70d729df45044286,,['Hotel'],,,
Camp Diamond,0x4cb6c041f1bb8ec1:0xde372528603e77d8,,['Hotel'],,,
Sun Suites of Suwanee,0x88f5963741f4293f:0x6e5e657812121727,Studio suites with kitchenettes in a straightforward lodging with free Wi-Fi & parking.,['Hotel'],,$50 bucks for one night stay. Not to bad. Good size room for non-smoking/price. Carpet had a bad odor smell but shower worked well and bed was decent. Nothing fancy but I would stay again if needed. No breakfast/pool etc but good for a short stay in town. Manager and her assistants were accommodating.,"pool, parking"
Nugget RV Resort,0x5360a748f613d8c5:0x4316fb7ea3ab5bfd,,['Resort hotel' 'Campground'],,,resort
Mountain Meadows Resort,0x53670405d1610657:0xd4c3b9195126d1f9,,['Resort hotel'],,"Beautiful place 💕 wonderful community! The waitress' are so kind. Great hospitality. Amazing food🤤 The events are super fun as well as bingo night and steak night! There's gambling machines, pool, and more🥰 I live it there, I come down every weekend","pool, resort, food"
Econo Lodge Inn & Suites Tulsa I-44 - Memorial Drive,0x87b68d53ab178b61:0xb090ff583890beff,"Simple budget hotel offering free WiFi & continental breakfast, plus a seasonal outdoor pool.",['Hotel'],,Not even up to Econo Lodge standards  $87 for a $32 room. The door going outside had no security lock deadbolt would not engage huge crack under the door bathroom was filthy in disrepair. The folks that were supposed to be securing the toilet seat down we're totally stripped made it almost impossible to use. The breakfast was substandard. Passcode for the internet some uplift Preparatory number letter combination that was poorly written on the room key could not read it. A good thing was that the attendance at the desk was very friendly and tried to be as helpful as possible.,"wifi, pool"
"Brown Bear Cabins, LLC",0x873f231a394ed839:0x5b944da992ff948b,,['Mountain cabin' 'Hotel' 'Lodge' 'Homestay' 'Vacation home rental agency'],,,
Exquisitely You,0x865be32239cbb095:0x5c08e77948de8b11,,"['Beauty salon' 'Alternative medicine practitioner' 'Massage spa'
 'Massage therapist' 'Medical spa' 'Nail salon' 'Permanent make-up clinic'
 'Resort hotel' 'Spa' 'Tanning salon']",,Nice relaxing atmosphere.  Mayra is such a jewel literally when it comes to nails. Pays attention to detail. Missy did a fabulous job on my hair and the quality of work is great and the prices are fair.  Nice spa quality type of place.,"massage, resort, spa"
Lost Creek Ranch,0x87b73b5bf61e70c7:0x81452e91b8ae1f42,,['Hotel'],,,
Aster at Lely Resorts,0x88dafcb4aa4d79d5:0x40f1fde61088e8e9,,['Hotel'],,"Amazing apartment complex, a true rarity to find an apartment at this price point anymore without a ton of occasionally moldy strings attached. No mold or any of the usual serious problems at move in (a first!) And the staff are the most friendly and helpful you could ask for. Everything you need is within a short drive, bike ride or even walk. The amenities are amazing and always clean every time we've used them.",
The Stanley,0x876965f2ef356f13:0x9f0c4cbbc1ed9f1,,['Hotel'],,,
Noah Property,0x87df2e3c90a527f9:0xefbe203e30cf3b5e,,['Hotel'],,,
Parkview Hotel,0x8640e8534bd187f1:0x2e1b35e6fb7f0ed6,,['Hotel'],,,
Scottish Inns,0x89b5c5dc1560359d:0xd0b00bbc5b577bd7,"No-frills motel offering straightforward rooms with free Wi-Fi, plus on-site parking.",['Motel' 'Hotel'],,,parking
Sun Aura,0x88121bb945b343e1:0x1946fedc1d0d4c72,,['Resort hotel' 'Campground'],,"Great place for a total tan, nice people",resort
MITAGS/MCCBWI,0x89b7e29d88d11503:0x21e89e5afa9f22ff,,['Training school' 'Conference center' 'Corporate office' 'Hotel'],['Wheelchair accessible entrance'],,
Fairfield Inn by Marriott Bay City,0x882158aa63c9751b:0x1dd8584f09f2666,"Bright hotel with an indoor pool & a business center, plus free WiFi & hot breakfast.",['Hotel'],,Great staff accommodated our every need. The rooms were clean and inviting. Complementary breakfast was comprehensive and delicious. We would definitely stay there again. The entire experience was five-star. Kudos to the manager and staff for a job well done!,"wifi, pool"
Tilghman on Chesapeake,0x89b825bf3d579941:0x4552cb3d78d71c5f,,['Marina' 'Resort hotel' 'Yacht club'],['Wheelchair accessible entrance'],,resort
Charleston Airport Hotel,0x88fe639d6cf35d87:0x9ad7b4eedd670cc2,"Contemporary lodging with a free airport shuttle & Wi-Fi, plus a Southern restaurant, a bar & a pool.",['Hotel'],,"Besides the one woman that gave me that unfriendly first impression and the teen party gun incident, and the facility itself, I will not stay here again. But the staff was friendly and the service overall was very good. The staff deserves a better facility. Gina was great. Ask for her :)","restaurant, pool"
Sandbar Rental House,0x88c31116ec71bf2d:0xbfa6ff1851e2e0b5,,['Resort hotel'],,,resort
Plantation Motel,0x8855f0b120185d3d:0x65c4951e2267f8c6,,['Motel' 'Hotel'],,,
"Pleasant Beach Resort, Cabins and Pool",0x88219c8a3a193751:0x14ae41da8f63fd1a,,"['RV park' 'Cottage' 'Log cabins' 'Mobile home park' 'Resort hotel'
 'Swimming pool']",,I can't say enough good things about Pleasant Beach Resorts! The owners are friendly and accommodating. The cabins are beautiful. They have everything you need for a fantastic Michigan vacation. Wixom lake is a beautiful place to take your family for a relaxing summer vacation and Pleasant Beach is the perfect place to enjoy!,"pool, resort, Swimming"
Nyumba Entertainment Villas,0x880746a49a3b53eb:0xe94c5f8e2cae31d5,,['Hotel'],,"Amazing place, always a good idea when having a family getaway!! Kalahari resorts are one of our family's yearly trips we always look forward to.  Great place, great atmosphere, great staff, recommend visiting!!",resort
Stump Pass Place,0x88c4a8f97f4ca459:0x7cb35a9d924a476b,,['Resort hotel'],,,resort
Keystone Hotel,0x89cfa6139281b119:0xf1c71ef86b31ccfa,,['Hotel'],,,
Wild Turkey Lodge,0x87b10c0e4dae3f55:0x970185a37707a207,,"['Lodge' 'Cabin rental agency' 'Hotel' 'Motel'
 'Vacation home rental agency']",,,
Best wedtern,0x87c53970d5a247c5:0x3841f63538b16488,,['Hotel'],,,
Stay Express Inn,0x8649c8e1b69afb67:0xedb9dfaa2a6bb6b1,,['Hotel'],,"Terrifying and weird. If you are looking for a place to play out some scenes from The Shinning, don't forget your camera. Rooms are dingy but not a health hazard. The staff on duty was very personable. Location is good and near the zoo. I'm pretty certain homeless people come in to do drugs in the stairwell.",
West Motel,0x89c89d7c4447e785:0x181a77aef481f35b,,['Motel' 'Hotel'],,Owners are kind if you are kind and upfront.  Thank you for your patience during some unfortunate circumstances.,
Ian Schrager Co,0x89c2599553541fdb:0xfd9b1a37079e91a4,,['Real estate developer' 'Hotel' 'Property management company'],,,
Derby Inn,0x88f3db5f3c8b3ef5:0xcd4d5bffc3f31bbb,,['Hotel' 'Motel'],,,
La Maison Sur Le Hill Bed & Breakfast,0x536056ae9b418467:0xb6eb4a1690c40b14,"Informal B&B offering cozy rooms with living rooms & minibars, plus a garden & free parking.",['Hotel'],,,parking
Edelweiss Bed & Breakfast,0x87530b7d487d55ef:0xce22c8825cc1ea54,,['Lodge' 'Bed & breakfast' 'Hotel'],,,
Extended Stay America - Bartlesville - Hwy 75,0x87b7138f360f92e5:0x4f1411838ac69dde,,['Extended stay hotel'],,,
Public restroom on Ventura beach,0x80e9ad28c0936f43:0xf3197ff840a1805e,,['Hotel'],,"The restroom is decent for a public beach bathroom. It could use some soap, a hand dryer and toilet seat covers but overall if at The beach. I would use it again.",
The Wayside Hotel,0x880f586356dbd40f:0x703f9f06cee393f4,,['Hotel'],,,
rite4us Inn & Suites,0x88f51a5b7dc724cf:0xac011057209c954,"Low-key property offering simple rooms with a funky modern edge, plus free Wi-Fi & parking.",['Hotel' 'Indoor lodging'],,,parking
Pear Tree Inn Northeast - San Antonio,0x865cf3554aab1b39:0xd364b45f4a64c4ac,"Contemporary budget hotel with free WiFi & hot breakfast, an outdoor pool & free lobby refreshments.",['Hotel' 'Extended stay hotel'],,,"wifi, pool"
Gateway Canyons Resort & Spa,0x8722745007f17bc9:0x55da1d50f857b153,,['Hotel'],,,
Quality Hotel & Suites Central,0x8841b29468030461:0x4735d9dc29bc67af,,['Hotel'],,,
Riverplace Cottage,0x864fbd11fcd5a829:0x8faed0481afd4a4c,,['Hotel'],,,
K9 R&R Boarding and Training,0x8646b5bbd116364b:0x76741cfdf374cc2d,,['Hotel'],,,
Hoss’s campground,0x4ccb33ed8b0e7131:0xd95460b4242e8614,,['Hotel'],,,
The Carlton Hotel,0x80c2c636865e24d5:0x452e9ddac79df647,,['Hotel'],,,
Cottage Cove by Hunger & Ransom Vacation Lodging,0x88273c04614dbcff:0xedd3aee53ae94c06,,['Hotel' 'Cottage rental' 'Motel'],,"Love that this place is right on the water with a wonderful beach.

I have a few issues but if you're aware of these beforehand it's not a big deal.

1.  There are no supplies in the kitchen, i.e. sugar, salt, oil, etc. So if you want to cook you'll have to bring everything. There are utensils and cooking pots, very few but enough to get by.

2. We were here in October so it was a bit chilly and the beds only have a sheet and very light bed covering. No extra blankets available (I kept forgetting during the day to ask if there was the possibility of getting more blankets so I'm not sure if that's available)

But even with these (I prefer to eat out anyway while on vacation) the space is very nice and clean. We were in #5 which was right on the beach with a very nice size deck.  Nothing fancy but I would rather have the beach!

It's definitely larger than a hotel with two bedrooms, bath, living space with a firetv and open kitchen. Windows look out over the beach and Lake Huron. It was wonderful having the bedroom window open to hear the waves crashing on the beach to fall asleep to.

They are very pet friendly (extra charge for the animals) and the grounds are a nice space to walk our dogs. You can walk the beach to the park and pier with the dogs, on lease.

Will keep this place in mind for a summer stay and hopefully bring our bikes.",spa
Quality Inn & Suites,0x886b43533c631015:0x4d5e26784cde1ca8,"Straightforward hotel offering free continental breakfast & WiFi, plus an indoor pool.",['Hotel' 'Lodge'],,,"wifi, pool"
Golden Valley Getaways,0x885736a459341dd9:0x6f71204dd6dfb5aa,,['Cabin rental agency' 'Hotel'],,,
Ramada Montpelier Hotel and Conference Center,0x883dbce667e9d7fb:0xafb5b60709a7c451,"Straightforward lodging offering a casual restaurant & an indoor pool, plus free WiFi.",['Hotel' 'Lodge' 'Motel'],,,"wifi, restaurant, pool"
Palmer's Powder Haus #1108,0x8753a0f61109e119:0xf86f2c14057779b7,,['Hotel'],,,
Breezeway Extended Stay Hotel Suites,0x885e2b9d626f716d:0xd84a0a0c8a9131ba,"Low-rise brick hotel amid lawns offering simple, homestyle suites with living rooms & kitchens.",['Hotel' 'Hostel'],,Apt. We're nice but management tryed to pull a fast one. 35 back ground check and a 300. Increase in deposit because I needed a place asap. Strange move.,
CLOVE PLAZA,0x89c2d729b828bfad:0x18411c9f0cfaa0d1,,['Hotel'],,"Beautiful place clean and well taking care of! Up to date with security and access control, cafeteria and conference room on site.",
Seacure House Vacation Rental,0x54c1eb4116193287:0xb69b58458da7e620,,['Vacation home rental agency' 'Indoor lodging' 'Resort hotel'],,,resort
Travel Inn Hotel,0x8890bf46436643af:0x46969f0b988b17da,,['Indoor lodging' 'Hotel'],,,
Red Jacket Resorts Sales Office,0x89fb397da9ce5faf:0x1c5056a80d5c24d0,,['Resort hotel'],,,resort
New Bea's Hotel,0x80857e25d6a1f845:0x52240c015420092e,,['Hotel'],,"I lived in this hotel for 2 years. The dirty toilet was about to kill me, and the bathroom must take a permit from the mean manager to take the bathroom. Indeed, it was the worst days of my life ..",
Holiday Inn Express,0x872fa86d242d74b3:0x485a681b922441c7,,['Hotel'],,,
Motel 6,0x88184d15966c29a3:0x1d4596d0928d1f1f,,['Hotel' 'Motel'],,,
Bienville Plantation,0x88ef1875a7fa7f3d:0xcd0715e2ac8021d8,,['Resort hotel'],,"Bienville Plantation is an awesome place, really cool cabins and great staff. I have been visiting every year for the last 4 years with plans to continue. The new owners this year have made numerous improvements to the lakes, roads and boat ramps. Fishing has always been good but seems to be really improving with the new improvements. Highly recommend a trip here.",resort
Bolivar Peninsula Tourism and Visitors Center,0x863f0e9fa8564ea5:0x95ff3b86800de225,,"['Tourist information center' 'Beach pavillion' 'Grocery store'
 'Live music venue' 'Resort hotel' 'Restaurant' 'Seafood restaurant'
 'Vacation home rental agency']",['Onsite services' 'Wheelchair accessible entrance' 'Good for kids'],Best get away in Texas.  We love this place.,"restaurant, resort, food"
TownePlace Suites Sterling Dulles North,0x89b639ebcf53677f:0x851ff6d748f41671,,['Hotel'],,,
Howard Johnson Express Inn,0x89c25efd2edea11f:0x1b524ce530dc4200,,['Hotel'],,,
The Rose Hotel Venice,0x80c2bace9a3c341f:0x3b8cceb8a988e1a6,"Down-to-earth rooms (some with shared bathrooms) in a low-key, chic hotel with free Wi-Fi.",['Hotel'],,We had a great stay. Very close to the beach and the craziness of Venice Beach. The staff was very helpful and the security was very good.,
Motel 6,0x8815bf2be541ccf9:0x6a7e1d90b29f7dd8,,['Motel' 'Hotel'],,"Decent hotel for the price. Stayed there 4 nights this week since I was running a booth at the Bluffton fair. Nice staff, paint was nice, looks like they are trying to fix up the place. Our only issue was each day we had to ask for clean towels. They never once cleaned our room or changed out towels.",
Studio Suite in Historic Miami,0x88d9b6f05ea14665:0xe93e9c154d4e3bd1,,['Hotel'],,,
Knights Inn San Antonio/Near Seaworld,0x865c5b5731c8f1d1:0x72fc26323bb583cc,"Down-to-earth hotel offering free breakfast & Wi-Fi, plus an outdoor pool & a business center.",['Motel' 'Hotel' 'Inn' 'Lodge'],,"Absolutely the worst hotel experience in my life. Walk in on day one to a room full of gnats. Not enough towels, even after asking for extra they simply didn't have any, Or blankets. Hot water ran out after one shower. Walk out on day two to a syringe in the parking lot. Come back on day two to find that they apparently fumigated the room while we were gone, with our clothes and tooth brushes out. Could hardly breath all night due to the fumes. Then during the night it sounded like a heard of elephants were running around outside. I've put the pictures up of the bugs and bug cleaners. Take everyone's advice and steer clear of this place!","pool, parking lot, parking"
Brezza Di Lago Hotel and Suites,0x881980ed3d876893:0x44d9b8935294fc61,,['Hotel'],,,
The 12 Step Group,0x88de01df7492ee2b:0x3aa441a3b878770,,['Hotel'],,👍,
Casa Tiki,0x88de659549b6948d:0x69a4a7d14e8a9aac,,['Hotel' 'Lodge'],,,
City Studios Inn And Suites,0x89b1347e44e7e72d:0x75b9a4ea49fe5a42,,['Hotel'],,,
Luxury Waterfront Hood Canal Vacation Home Rental,0x5491b8fc71295009:0x27c11a466fab102b,,"['Holiday apartment' 'Cottage rental' 'Holiday accommodation service'
 'Holiday apartment rental' 'Holiday home' 'Hotel' 'Resort hotel']",,"The BEST vacation spot ever! The owners are friendly. Communicated very well. They had lots of amenities in the home that we enjoyed. The board games, hot tub, kayaks were our favorite but there is also a sauna and paddle boards. The ocean is literally right at your back deck. We really enjoyed opening the sliders and watching the sea life right from the EXTREMELY comfortable chairs in the living room. They even set out a bowl of fresh water for our dogs before we arrived. . There is some pretty good hikes a couple minutes down the road.",resort
Vacation Spot,0x88c29216efd5020f:0x2665a721327c9281,,['Hotel'],,,
Minute Suites DFW Terminal A,0x864c2be59fe877e5:0xf998a0e237c687d8,Modest quarters with daybeds in a laid-back airport hotel offering complimentary Wi-Fi.,['Hotel' 'Business center' 'Lounge'],,Very nice place I had to stay over night at the Minute Suites . Very pleasant experience ☺,
Oak Tree Inn,0x8793bb398657b94d:0x8751d7292620ea34,,['Hotel'],,,
Fern Hills Club Inc,0x886c42f4b033cdbb:0x101a83427f02aa7d,,['Nudist park' 'Camp' 'Resort hotel'],['Wheelchair accessible entrance'],,resort
Motel 6,0x89c6dc8322ae0491:0xe7ef5cb522a5356c,"Straightforward budget property with meeting space, plus free morning coffee, WiFi & truck parking.",['Motel' 'Hotel'],,Good cheap place to stay. If you're looking for fancy this isn't your place. If you're looking for a decent room at a reasonable price this is a good spot,"wifi, parking, spa"
Aberdeen Intown Motel,0x89c7c18df1283805:0xfa646a288d5fe6b9,,['Motel' 'Hotel'],,,
Hardwood Hills Golf Course,0x52ca16a6a02a5145:0x224f318f84470fa1,,"['Public golf course' 'Entertainment and recreation' 'Golf club'
 'Golf course' 'Golf driving range' 'Golf shop' 'Resort hotel' 'Store']",['Good for kids'],"Good people, early start times.... but could turn off sprinklers while people golf.",resort
